Abagael => she, her, girl, woman, female, madam, lady
Klaus => he, his, him, boy, man, male, gentleman, guy, sir
Klee => he, his, him, boy, man, male, gentleman, guy, sir
Knox => he, his, him, boy, man, male, gentleman, guy, sir
Konrad => he, his, him, boy, man, male, gentleman, guy, sir
Konstantin => he, his, him, boy, man, male, gentleman, guy, sir
Kory => he, his, him, boy, man, male, gentleman, guy, sir
Kostas => he, his, him, boy, man, male, gentleman, guy, sir
Kraig => he, his, him, boy, man, male, gentleman, guy, sir
Kris => he, his, him, boy, man, male, gentleman, guy, sir
Krishna => he, his, him, boy, man, male, gentleman, guy, sir
Kristian => he, his, him, boy, man, male, gentleman, guy, sir
Kristopher => he, his, him, boy, man, male, gentleman, guy, sir
Kristos => he, his, him, boy, man, male, gentleman, guy, sir
Kurt => he, his, him, boy, man, male, gentleman, guy, sir
Kurtis => he, his, him, boy, man, male, gentleman, guy, sir
Kyle => he, his, him, boy, man, male, gentleman, guy, sir
Laird => he, his, him, boy, man, male, gentleman, guy, sir
Lamar => he, his, him, boy, man, male, gentleman, guy, sir
Lambert => he, his, him, boy, man, male, gentleman, guy, sir
Lamont => he, his, him, boy, man, male, gentleman, guy, sir
Lance => he, his, him, boy, man, male, gentleman, guy, sir
Lancelot => he, his, him, boy, man, male, gentleman, guy, sir
Lane => he, his, him, boy, man, male, gentleman, guy, sir
Langston => he, his, him, boy, man, male, gentleman, guy, sir
Lanny => he, his, him, boy, man, male, gentleman, guy, sir
Larry => he, his, him, boy, man, male, gentleman, guy, sir
Lars => he, his, him, boy, man, male, gentleman, guy, sir
Laurance => he, his, him, boy, man, male, gentleman, guy, sir
Lauren => he, his, him, boy, man, male, gentleman, guy, sir
Laurence => he, his, him, boy, man, male, gentleman, guy, sir
Laurens => he, his, him, boy, man, male, gentleman, guy, sir
Laurent => he, his, him, boy, man, male, gentleman, guy, sir
Laurie => he, his, him, boy, man, male, gentleman, guy, sir
Lawerence => he, his, him, boy, man, male, gentleman, guy, sir
Lawrence => he, his, him, boy, man, male, gentleman, guy, sir
Lawson => he, his, him, boy, man, male, gentleman, guy, sir
Lawton => he, his, him, boy, man, male, gentleman, guy, sir
Lay => he, his, him, boy, man, male, gentleman, guy, sir
Layton => he, his, him, boy, man, male, gentleman, guy, sir
Lazar => he, his, him, boy, man, male, gentleman, guy, sir
Lazare => he, his, him, boy, man, male, gentleman, guy, sir
Lazaro => he, his, him, boy, man, male, gentleman, guy, sir
Lazarus => he, his, him, boy, man, male, gentleman, guy, sir
Lazlo => he, his, him, boy, man, male, gentleman, guy, sir
Lee => he, his, him, boy, man, male, gentleman, guy, sir
Lefty => he, his, him, boy, man, male, gentleman, guy, sir
Leif => he, his, him, boy, man, male, gentleman, guy, sir
Leigh => he, his, him, boy, man, male, gentleman, guy, sir
Leighton => he, his, him, boy, man, male, gentleman, guy, sir
Leland => he, his, him, boy, man, male, gentleman, guy, sir
Lem => he, his, him, boy, man, male, gentleman, guy, sir
Lemar => he, his, him, boy, man, male, gentleman, guy, sir
Lemmie => he, his, him, boy, man, male, gentleman, guy, sir
Lemmy => he, his, him, boy, man, male, gentleman, guy, sir
Lemuel => he, his, him, boy, man, male, gentleman, guy, sir
Len => he, his, him, boy, man, male, gentleman, guy, sir
Lenard => he, his, him, boy, man, male, gentleman, guy, sir
Lennie => he, his, him, boy, man, male, gentleman, guy, sir
Lenny => he, his, him, boy, man, male, gentleman, guy, sir
Leo => he, his, him, boy, man, male, gentleman, guy, sir
Leon => he, his, him, boy, man, male, gentleman, guy, sir
Leonard => he, his, him, boy, man, male, gentleman, guy, sir
Leonardo => he, his, him, boy, man, male, gentleman, guy, sir
Leonerd => he, his, him, boy, man, male, gentleman, guy, sir
Leonhard => he, his, him, boy, man, male, gentleman, guy, sir
Leonid => he, his, him, boy, man, male, gentleman, guy, sir
Leonidas => he, his, him, boy, man, male, gentleman, guy, sir
Leopold => he, his, him, boy, man, male, gentleman, guy, sir
Leroy => he, his, him, boy, man, male, gentleman, guy, sir
Les => he, his, him, boy, man, male, gentleman, guy, sir
Lesley => he, his, him, boy, man, male, gentleman, guy, sir
Leslie => he, his, him, boy, man, male, gentleman, guy, sir
Lester => he, his, him, boy, man, male, gentleman, guy, sir
Lev => he, his, him, boy, man, male, gentleman, guy, sir
Levi => he, his, him, boy, man, male, gentleman, guy, sir
Levin => he, his, him, boy, man, male, gentleman, guy, sir
Levon => he, his, him, boy, man, male, gentleman, guy, sir
Levy => he, his, him, boy, man, male, gentleman, guy, sir
Lew => he, his, him, boy, man, male, gentleman, guy, sir
Lewis => he, his, him, boy, man, male, gentleman, guy, sir
Lex => he, his, him, boy, man, male, gentleman, guy, sir
Liam => he, his, him, boy, man, male, gentleman, guy, sir
Lin => he, his, him, boy, man, male, gentleman, guy, sir
Lincoln => he, his, him, boy, man, male, gentleman, guy, sir
Lind => he, his, him, boy, man, male, gentleman, guy, sir
Lindsay => he, his, him, boy, man, male, gentleman, guy, sir
Lindsey => he, his, him, boy, man, male, gentleman, guy, sir
Lindy => he, his, him, boy, man, male, gentleman, guy, sir
Linoel => he, his, him, boy, man, male, gentleman, guy, sir
Linus => he, his, him, boy, man, male, gentleman, guy, sir
Lion => he, his, him, boy, man, male, gentleman, guy, sir
Lionel => he, his, him, boy, man, male, gentleman, guy, sir
Lionello => he, his, him, boy, man, male, gentleman, guy, sir
Llewellyn => he, his, him, boy, man, male, gentleman, guy, sir
Lloyd => he, his, him, boy, man, male, gentleman, guy, sir
Locke => he, his, him, boy, man, male, gentleman, guy, sir
Lockwood => he, his, him, boy, man, male, gentleman, guy, sir
Logan => he, his, him, boy, man, male, gentleman, guy, sir
Lon => he, his, him, boy, man, male, gentleman, guy, sir
Lonnie => he, his, him, boy, man, male, gentleman, guy, sir
Lonny => he, his, him, boy, man, male, gentleman, guy, sir
Loren => he, his, him, boy, man, male, gentleman, guy, sir
Lorenzo => he, his, him, boy, man, male, gentleman, guy, sir
Lorne => he, his, him, boy, man, male, gentleman, guy, sir
Lorrie => he, his, him, boy, man, male, gentleman, guy, sir
Lothar => he, his, him, boy, man, male, gentleman, guy, sir
Lou => he, his, him, boy, man, male, gentleman, guy, sir
Louie => he, his, him, boy, man, male, gentleman, guy, sir
Louis => he, his, him, boy, man, male, gentleman, guy, sir
Lovell => he, his, him, boy, man, male, gentleman, guy, sir
Lowell => he, his, him, boy, man, male, gentleman, guy, sir
Lucas => he, his, him, boy, man, male, gentleman, guy, sir
Luce => he, his, him, boy, man, male, gentleman, guy, sir
Lucian => he, his, him, boy, man, male, gentleman, guy, sir
Luciano => he, his, him, boy, man, male, gentleman, guy, sir
Lucien => he, his, him, boy, man, male, gentleman, guy, sir
Lucio => he, his, him, boy, man, male, gentleman, guy, sir
Lucius => he, his, him, boy, man, male, gentleman, guy, sir
Ludvig => he, his, him, boy, man, male, gentleman, guy, sir
Ludwig => he, his, him, boy, man, male, gentleman, guy, sir
Luigi => he, his, him, boy, man, male, gentleman, guy, sir
Luis => he, his, him, boy, man, male, gentleman, guy, sir
Lukas => he, his, him, boy, man, male, gentleman, guy, sir
Luke => he, his, him, boy, man, male, gentleman, guy, sir
Luther => he, his, him, boy, man, male, gentleman, guy, sir
Lyle => he, his, him, boy, man, male, gentleman, guy, sir
Lyn => he, his, him, boy, man, male, gentleman, guy, sir
Lyndon => he, his, him, boy, man, male, gentleman, guy, sir
Lynn => he, his, him, boy, man, male, gentleman, guy, sir
Mac => he, his, him, boy, man, male, gentleman, guy, sir
Mace => he, his, him, boy, man, male, gentleman, guy, sir
Mack => he, his, him, boy, man, male, gentleman, guy, sir
Mackenzie => he, his, him, boy, man, male, gentleman, guy, sir
Maddie => he, his, him, boy, man, male, gentleman, guy, sir
Maddy => he, his, him, boy, man, male, gentleman, guy, sir
Madison => he, his, him, boy, man, male, gentleman, guy, sir
Magnum => he, his, him, boy, man, male, gentleman, guy, sir
Magnus => he, his, him, boy, man, male, gentleman, guy, sir
Mahesh => he, his, him, boy, man, male, gentleman, guy, sir
Mahmoud => he, his, him, boy, man, male, gentleman, guy, sir
Mahmud => he, his, him, boy, man, male, gentleman, guy, sir
Maison => he, his, him, boy, man, male, gentleman, guy, sir
Major => he, his, him, boy, man, male, gentleman, guy, sir
Malcolm => he, his, him, boy, man, male, gentleman, guy, sir
Manfred => he, his, him, boy, man, male, gentleman, guy, sir
Manish => he, his, him, boy, man, male, gentleman, guy, sir
Manny => he, his, him, boy, man, male, gentleman, guy, sir
Manuel => he, his, him, boy, man, male, gentleman, guy, sir
Marc => he, his, him, boy, man, male, gentleman, guy, sir
Marcel => he, his, him, boy, man, male, gentleman, guy, sir
Marcello => he, his, him, boy, man, male, gentleman, guy, sir
Marcellus => he, his, him, boy, man, male, gentleman, guy, sir
Marcelo => he, his, him, boy, man, male, gentleman, guy, sir
Marchall => he, his, him, boy, man, male, gentleman, guy, sir
Marcio => he, his, him, boy, man, male, gentleman, guy, sir
Marco => he, his, him, boy, man, male, gentleman, guy, sir
Marcos => he, his, him, boy, man, male, gentleman, guy, sir
Marcus => he, his, him, boy, man, male, gentleman, guy, sir
Marietta => he, his, him, boy, man, male, gentleman, guy, sir
Marilu => he, his, him, boy, man, male, gentleman, guy, sir
Mario => he, his, him, boy, man, male, gentleman, guy, sir
Marion => he, his, him, boy, man, male, gentleman, guy, sir
Marius => he, his, him, boy, man, male, gentleman, guy, sir
Mark => he, his, him, boy, man, male, gentleman, guy, sir
Marko => he, his, him, boy, man, male, gentleman, guy, sir
Markos => he, his, him, boy, man, male, gentleman, guy, sir
Markus => he, his, him, boy, man, male, gentleman, guy, sir
Marlin => he, his, him, boy, man, male, gentleman, guy, sir
Marlo => he, his, him, boy, man, male, gentleman, guy, sir
Marlon => he, his, him, boy, man, male, gentleman, guy, sir
Marlow => he, his, him, boy, man, male, gentleman, guy, sir
Marlowe => he, his, him, boy, man, male, gentleman, guy, sir
Marmaduke => he, his, him, boy, man, male, gentleman, guy, sir
Marsh => he, his, him, boy, man, male, gentleman, guy, sir
Marshal => he, his, him, boy, man, male, gentleman, guy, sir
Marshall => he, his, him, boy, man, male, gentleman, guy, sir
Mart => he, his, him, boy, man, male, gentleman, guy, sir
Martainn => he, his, him, boy, man, male, gentleman, guy, sir
Marten => he, his, him, boy, man, male, gentleman, guy, sir
Martie => he, his, him, boy, man, male, gentleman, guy, sir
Martin => he, his, him, boy, man, male, gentleman, guy, sir
Martino => he, his, him, boy, man, male, gentleman, guy, sir
Marty => he, his, him, boy, man, male, gentleman, guy, sir
Martyn => he, his, him, boy, man, male, gentleman, guy, sir
Marv => he, his, him, boy, man, male, gentleman, guy, sir
Marve => he, his, him, boy, man, male, gentleman, guy, sir
Marven => he, his, him, boy, man, male, gentleman, guy, sir
Marvin => he, his, him, boy, man, male, gentleman, guy, sir
Marwin => he, his, him, boy, man, male, gentleman, guy, sir
Mason => he, his, him, boy, man, male, gentleman, guy, sir
Mateo => he, his, him, boy, man, male, gentleman, guy, sir
Mathew => he, his, him, boy, man, male, gentleman, guy, sir
Mathias => he, his, him, boy, man, male, gentleman, guy, sir
Matias => he, his, him, boy, man, male, gentleman, guy, sir
Matt => he, his, him, boy, man, male, gentleman, guy, sir
Matteo => he, his, him, boy, man, male, gentleman, guy, sir
Matthaeus => he, his, him, boy, man, male, gentleman, guy, sir
Mattheus => he, his, him, boy, man, male, gentleman, guy, sir
Matthew => he, his, him, boy, man, male, gentleman, guy, sir
Matthias => he, his, him, boy, man, male, gentleman, guy, sir
Matthieu => he, his, him, boy, man, male, gentleman, guy, sir
Matthiew => he, his, him, boy, man, male, gentleman, guy, sir
Matthus => he, his, him, boy, man, male, gentleman, guy, sir
Mattias => he, his, him, boy, man, male, gentleman, guy, sir
Mattie => he, his, him, boy, man, male, gentleman, guy, sir
Matty => he, his, him, boy, man, male, gentleman, guy, sir
Maurice => he, his, him, boy, man, male, gentleman, guy, sir
Mauricio => he, his, him, boy, man, male, gentleman, guy, sir
Maurie => he, his, him, boy, man, male, gentleman, guy, sir
Maurise => he, his, him, boy, man, male, gentleman, guy, sir
Maurits => he, his, him, boy, man, male, gentleman, guy, sir
Mauritz => he, his, him, boy, man, male, gentleman, guy, sir
Maury => he, his, him, boy, man, male, gentleman, guy, sir
Max => he, his, him, boy, man, male, gentleman, guy, sir
Maxfield => he, his, him, boy, man, male, gentleman, guy, sir
Maxie => he, his, him, boy, man, male, gentleman, guy, sir
Maxim => he, his, him, boy, man, male, gentleman, guy, sir
Maximilian => he, his, him, boy, man, male, gentleman, guy, sir
Maximilien => he, his, him, boy, man, male, gentleman, guy, sir
Maxwell => he, his, him, boy, man, male, gentleman, guy, sir
Mayer => he, his, him, boy, man, male, gentleman, guy, sir
Maynard => he, his, him, boy, man, male, gentleman, guy, sir
Maynord => he, his, him, boy, man, male, gentleman, guy, sir
Mayor => he, his, him, boy, man, male, gentleman, guy, sir
Mead => he, his, him, boy, man, male, gentleman, guy, sir
Meade => he, his, him, boy, man, male, gentleman, guy, sir
Meier => he, his, him, boy, man, male, gentleman, guy, sir
Meir => he, his, him, boy, man, male, gentleman, guy, sir
Mel => he, his, him, boy, man, male, gentleman, guy, sir
Melvin => he, his, him, boy, man, male, gentleman, guy, sir
Melvyn => he, his, him, boy, man, male, gentleman, guy, sir
Menard => he, his, him, boy, man, male, gentleman, guy, sir
Mendel => he, his, him, boy, man, male, gentleman, guy, sir
Mendie => he, his, him, boy, man, male, gentleman, guy, sir
Meredeth => he, his, him, boy, man, male, gentleman, guy, sir
Meredith => he, his, him, boy, man, male, gentleman, guy, sir
Merell => he, his, him, boy, man, male, gentleman, guy, sir
Merill => he, his, him, boy, man, male, gentleman, guy, sir
Merle => he, his, him, boy, man, male, gentleman, guy, sir
Merlin => he, his, him, boy, man, male, gentleman, guy, sir
Merrel => he, his, him, boy, man, male, gentleman, guy, sir
Merrick => he, his, him, boy, man, male, gentleman, guy, sir
Merril => he, his, him, boy, man, male, gentleman, guy, sir
Merrill => he, his, him, boy, man, male, gentleman, guy, sir
Merry => he, his, him, boy, man, male, gentleman, guy, sir
Merv => he, his, him, boy, man, male, gentleman, guy, sir
Mervin => he, his, him, boy, man, male, gentleman, guy, sir
Merwin => he, his, him, boy, man, male, gentleman, guy, sir
Meryl => he, his, him, boy, man, male, gentleman, guy, sir
Meyer => he, his, him, boy, man, male, gentleman, guy, sir
Mic => he, his, him, boy, man, male, gentleman, guy, sir
Micah => he, his, him, boy, man, male, gentleman, guy, sir
Michael => he, his, him, boy, man, male, gentleman, guy, sir
Michail => he, his, him, boy, man, male, gentleman, guy, sir
Michal => he, his, him, boy, man, male, gentleman, guy, sir
Michale => he, his, him, boy, man, male, gentleman, guy, sir
Micheal => he, his, him, boy, man, male, gentleman, guy, sir
Micheil => he, his, him, boy, man, male, gentleman, guy, sir
Michel => he, his, him, boy, man, male, gentleman, guy, sir
Michele => he, his, him, boy, man, male, gentleman, guy, sir
Mick => he, his, him, boy, man, male, gentleman, guy, sir
Mickey => he, his, him, boy, man, male, gentleman, guy, sir
Mickie => he, his, him, boy, man, male, gentleman, guy, sir
Micky => he, his, him, boy, man, male, gentleman, guy, sir
Miguel => he, his, him, boy, man, male, gentleman, guy, sir
Mika => he, his, him, boy, man, male, gentleman, guy, sir
Mikael => he, his, him, boy, man, male, gentleman, guy, sir
Mike => he, his, him, boy, man, male, gentleman, guy, sir
Mikel => he, his, him, boy, man, male, gentleman, guy, sir
Mikey => he, his, him, boy, man, male, gentleman, guy, sir
Mikhail => he, his, him, boy, man, male, gentleman, guy, sir
Miles => he, his, him, boy, man, male, gentleman, guy, sir
Millicent => he, his, him, boy, man, male, gentleman, guy, sir
Milo => he, his, him, boy, man, male, gentleman, guy, sir
Milt => he, his, him, boy, man, male, gentleman, guy, sir
Milton => he, his, him, boy, man, male, gentleman, guy, sir
Mischa => he, his, him, boy, man, male, gentleman, guy, sir
Mitch => he, his, him, boy, man, male, gentleman, guy, sir
Mitchael => he, his, him, boy, man, male, gentleman, guy, sir
Mitchel => he, his, him, boy, man, male, gentleman, guy, sir
Mitchell => he, his, him, boy, man, male, gentleman, guy, sir
Moe => he, his, him, boy, man, male, gentleman, guy, sir
Mohamad => he, his, him, boy, man, male, gentleman, guy, sir
Mohamed => he, his, him, boy, man, male, gentleman, guy, sir
Mohammad => he, his, him, boy, man, male, gentleman, guy, sir
Mohammed => he, his, him, boy, man, male, gentleman, guy, sir
Mohan => he, his, him, boy, man, male, gentleman, guy, sir
Moise => he, his, him, boy, man, male, gentleman, guy, sir
Moises => he, his, him, boy, man, male, gentleman, guy, sir
Moishe => he, his, him, boy, man, male, gentleman, guy, sir
Monroe => he, his, him, boy, man, male, gentleman, guy, sir
Montague => he, his, him, boy, man, male, gentleman, guy, sir
Monte => he, his, him, boy, man, male, gentleman, guy, sir
Montgomery => he, his, him, boy, man, male, gentleman, guy, sir
Monty => he, his, him, boy, man, male, gentleman, guy, sir
Moore => he, his, him, boy, man, male, gentleman, guy, sir
Mordecai => he, his, him, boy, man, male, gentleman, guy, sir
Morgan => he, his, him, boy, man, male, gentleman, guy, sir
Morlee => he, his, him, boy, man, male, gentleman, guy, sir
Morley => he, his, him, boy, man, male, gentleman, guy, sir
Morly => he, his, him, boy, man, male, gentleman, guy, sir
Morrie => he, his, him, boy, man, male, gentleman, guy, sir
Morris => he, his, him, boy, man, male, gentleman, guy, sir
Morry => he, his, him, boy, man, male, gentleman, guy, sir
Morse => he, his, him, boy, man, male, gentleman, guy, sir
Mort => he, his, him, boy, man, male, gentleman, guy, sir
Morten => he, his, him, boy, man, male, gentleman, guy, sir
Mortie => he, his, him, boy, man, male, gentleman, guy, sir
Mortimer => he, his, him, boy, man, male, gentleman, guy, sir
Morton => he, his, him, boy, man, male, gentleman, guy, sir
Morty => he, his, him, boy, man, male, gentleman, guy, sir
Mose => he, his, him, boy, man, male, gentleman, guy, sir
Moses => he, his, him, boy, man, male, gentleman, guy, sir
Moshe => he, his, him, boy, man, male, gentleman, guy, sir
Moss => he, his, him, boy, man, male, gentleman, guy, sir
Muffin => he, his, him, boy, man, male, gentleman, guy, sir
Mugsy => he, his, him, boy, man, male, gentleman, guy, sir
Muhammad => he, his, him, boy, man, male, gentleman, guy, sir
Munmro => he, his, him, boy, man, male, gentleman, guy, sir
Munroe => he, his, him, boy, man, male, gentleman, guy, sir
Murdoch => he, his, him, boy, man, male, gentleman, guy, sir
Murdock => he, his, him, boy, man, male, gentleman, guy, sir
Murphy => he, his, him, boy, man, male, gentleman, guy, sir
Murray => he, his, him, boy, man, male, gentleman, guy, sir
Mustafa => he, his, him, boy, man, male, gentleman, guy, sir
Myke => he, his, him, boy, man, male, gentleman, guy, sir
Myles => he, his, him, boy, man, male, gentleman, guy, sir
Mylo => he, his, him, boy, man, male, gentleman, guy, sir
Myron => he, his, him, boy, man, male, gentleman, guy, sir
Nahum => he, his, him, boy, man, male, gentleman, guy, sir
Napoleon => he, his, him, boy, man, male, gentleman, guy, sir
Nat => he, his, him, boy, man, male, gentleman, guy, sir
Natale => he, his, him, boy, man, male, gentleman, guy, sir
Nate => he, his, him, boy, man, male, gentleman, guy, sir
Nathan => he, his, him, boy, man, male, gentleman, guy, sir
Nathanael => he, his, him, boy, man, male, gentleman, guy, sir
Nathanial => he, his, him, boy, man, male, gentleman, guy, sir
Nathaniel => he, his, him, boy, man, male, gentleman, guy, sir
Nathanil => he, his, him, boy, man, male, gentleman, guy, sir
Neal => he, his, him, boy, man, male, gentleman, guy, sir
Neale => he, his, him, boy, man, male, gentleman, guy, sir
Neall => he, his, him, boy, man, male, gentleman, guy, sir
Nealon => he, his, him, boy, man, male, gentleman, guy, sir
Nealson => he, his, him, boy, man, male, gentleman, guy, sir
Nealy => he, his, him, boy, man, male, gentleman, guy, sir
Ned => he, his, him, boy, man, male, gentleman, guy, sir
Neddie => he, his, him, boy, man, male, gentleman, guy, sir
Neddy => he, his, him, boy, man, male, gentleman, guy, sir
Neel => he, his, him, boy, man, male, gentleman, guy, sir
Neil => he, his, him, boy, man, male, gentleman, guy, sir
Nels => he, his, him, boy, man, male, gentleman, guy, sir
Nelsen => he, his, him, boy, man, male, gentleman, guy, sir
Nelson => he, his, him, boy, man, male, gentleman, guy, sir
Nero => he, his, him, boy, man, male, gentleman, guy, sir
Neron => he, his, him, boy, man, male, gentleman, guy, sir
Nester => he, his, him, boy, man, male, gentleman, guy, sir
Nestor => he, his, him, boy, man, male, gentleman, guy, sir
Nev => he, his, him, boy, man, male, gentleman, guy, sir
Nevil => he, his, him, boy, man, male, gentleman, guy, sir
Nevile => he, his, him, boy, man, male, gentleman, guy, sir
Neville => he, his, him, boy, man, male, gentleman, guy, sir
Nevin => he, his, him, boy, man, male, gentleman, guy, sir
Nevins => he, his, him, boy, man, male, gentleman, guy, sir
Newton => he, his, him, boy, man, male, gentleman, guy, sir
Niall => he, his, him, boy, man, male, gentleman, guy, sir
Niccolo => he, his, him, boy, man, male, gentleman, guy, sir
Nicholas => he, his, him, boy, man, male, gentleman, guy, sir
Nichole => he, his, him, boy, man, male, gentleman, guy, sir
Nichols => he, his, him, boy, man, male, gentleman, guy, sir
Nick => he, his, him, boy, man, male, gentleman, guy, sir
Nickey => he, his, him, boy, man, male, gentleman, guy, sir
Nickie => he, his, him, boy, man, male, gentleman, guy, sir
Nickolas => he, his, him, boy, man, male, gentleman, guy, sir
Nicky => he, his, him, boy, man, male, gentleman, guy, sir
Nico => he, his, him, boy, man, male, gentleman, guy, sir
Nicolas => he, his, him, boy, man, male, gentleman, guy, sir
Niels => he, his, him, boy, man, male, gentleman, guy, sir
Nigel => he, his, him, boy, man, male, gentleman, guy, sir
Niki => he, his, him, boy, man, male, gentleman, guy, sir
Nikita => he, his, him, boy, man, male, gentleman, guy, sir
Nikki => he, his, him, boy, man, male, gentleman, guy, sir
Nikolai => he, his, him, boy, man, male, gentleman, guy, sir
Nikos => he, his, him, boy, man, male, gentleman, guy, sir
Niles => he, his, him, boy, man, male, gentleman, guy, sir
Nils => he, his, him, boy, man, male, gentleman, guy, sir
Nilson => he, his, him, boy, man, male, gentleman, guy, sir
Niven => he, his, him, boy, man, male, gentleman, guy, sir
Noach => he, his, him, boy, man, male, gentleman, guy, sir
Noah => he, his, him, boy, man, male, gentleman, guy, sir
Noam => he, his, him, boy, man, male, gentleman, guy, sir
Noble => he, his, him, boy, man, male, gentleman, guy, sir
Noe => he, his, him, boy, man, male, gentleman, guy, sir
Noel => he, his, him, boy, man, male, gentleman, guy, sir
Nolan => he, his, him, boy, man, male, gentleman, guy, sir
Noland => he, his, him, boy, man, male, gentleman, guy, sir
Norbert => he, his, him, boy, man, male, gentleman, guy, sir
Norm => he, his, him, boy, man, male, gentleman, guy, sir
Norman => he, his, him, boy, man, male, gentleman, guy, sir
Normand => he, his, him, boy, man, male, gentleman, guy, sir
Normie => he, his, him, boy, man, male, gentleman, guy, sir
Norris => he, his, him, boy, man, male, gentleman, guy, sir
Northrop => he, his, him, boy, man, male, gentleman, guy, sir
Northrup => he, his, him, boy, man, male, gentleman, guy, sir
Norton => he, his, him, boy, man, male, gentleman, guy, sir
Norwood => he, his, him, boy, man, male, gentleman, guy, sir
Nunzio => he, his, him, boy, man, male, gentleman, guy, sir
Obadiah => he, his, him, boy, man, male, gentleman, guy, sir
Obadias => he, his, him, boy, man, male, gentleman, guy, sir
Oberon => he, his, him, boy, man, male, gentleman, guy, sir
Obie => he, his, him, boy, man, male, gentleman, guy, sir
Octavius => he, his, him, boy, man, male, gentleman, guy, sir
Odell => he, his, him, boy, man, male, gentleman, guy, sir
Odie => he, his, him, boy, man, male, gentleman, guy, sir
Odin => he, his, him, boy, man, male, gentleman, guy, sir
Odysseus => he, his, him, boy, man, male, gentleman, guy, sir
Olaf => he, his, him, boy, man, male, gentleman, guy, sir
Olag => he, his, him, boy, man, male, gentleman, guy, sir
Ole => he, his, him, boy, man, male, gentleman, guy, sir
Oleg => he, his, him, boy, man, male, gentleman, guy, sir
Olin => he, his, him, boy, man, male, gentleman, guy, sir
Oliver => he, his, him, boy, man, male, gentleman, guy, sir
Olivier => he, his, him, boy, man, male, gentleman, guy, sir
Olle => he, his, him, boy, man, male, gentleman, guy, sir
Ollie => he, his, him, boy, man, male, gentleman, guy, sir
Omar => he, his, him, boy, man, male, gentleman, guy, sir
Oral => he, his, him, boy, man, male, gentleman, guy, sir
Oran => he, his, him, boy, man, male, gentleman, guy, sir
Orazio => he, his, him, boy, man, male, gentleman, guy, sir
Orbadiah => he, his, him, boy, man, male, gentleman, guy, sir
Oren => he, his, him, boy, man, male, gentleman, guy, sir
Orin => he, his, him, boy, man, male, gentleman, guy, sir
Orion => he, his, him, boy, man, male, gentleman, guy, sir
Orlando => he, his, him, boy, man, male, gentleman, guy, sir
Orren => he, his, him, boy, man, male, gentleman, guy, sir
Orrin => he, his, him, boy, man, male, gentleman, guy, sir
Orson => he, his, him, boy, man, male, gentleman, guy, sir
Orton => he, his, him, boy, man, male, gentleman, guy, sir
Orville => he, his, him, boy, man, male, gentleman, guy, sir
Osbert => he, his, him, boy, man, male, gentleman, guy, sir
Osborn => he, his, him, boy, man, male, gentleman, guy, sir
Osborne => he, his, him, boy, man, male, gentleman, guy, sir
Osbourn => he, his, him, boy, man, male, gentleman, guy, sir
Osbourne => he, his, him, boy, man, male, gentleman, guy, sir
Oscar => he, his, him, boy, man, male, gentleman, guy, sir
Osgood => he, his, him, boy, man, male, gentleman, guy, sir
Osmond => he, his, him, boy, man, male, gentleman, guy, sir
Osmund => he, his, him, boy, man, male, gentleman, guy, sir
Ossie => he, his, him, boy, man, male, gentleman, guy, sir
Oswald => he, his, him, boy, man, male, gentleman, guy, sir
Oswell => he, his, him, boy, man, male, gentleman, guy, sir
Otes => he, his, him, boy, man, male, gentleman, guy, sir
Othello => he, his, him, boy, man, male, gentleman, guy, sir
Otho => he, his, him, boy, man, male, gentleman, guy, sir
Otis => he, his, him, boy, man, male, gentleman, guy, sir
Otto => he, his, him, boy, man, male, gentleman, guy, sir
Owen => he, his, him, boy, man, male, gentleman, guy, sir
Ozzie => he, his, him, boy, man, male, gentleman, guy, sir
Ozzy => he, his, him, boy, man, male, gentleman, guy, sir
Pablo => he, his, him, boy, man, male, gentleman, guy, sir
Pace => he, his, him, boy, man, male, gentleman, guy, sir
Paco => he, his, him, boy, man, male, gentleman, guy, sir
Paddie => he, his, him, boy, man, male, gentleman, guy, sir
Paddy => he, his, him, boy, man, male, gentleman, guy, sir
Padraig => he, his, him, boy, man, male, gentleman, guy, sir
Page => he, his, him, boy, man, male, gentleman, guy, sir
Paige => he, his, him, boy, man, male, gentleman, guy, sir
Pail => he, his, him, boy, man, male, gentleman, guy, sir
Palmer => he, his, him, boy, man, male, gentleman, guy, sir
Paolo => he, his, him, boy, man, male, gentleman, guy, sir
Park => he, his, him, boy, man, male, gentleman, guy, sir
Parke => he, his, him, boy, man, male, gentleman, guy, sir
Parker => he, his, him, boy, man, male, gentleman, guy, sir
Parnell => he, his, him, boy, man, male, gentleman, guy, sir
Parrnell => he, his, him, boy, man, male, gentleman, guy, sir
Parry => he, his, him, boy, man, male, gentleman, guy, sir
Parsifal => he, his, him, boy, man, male, gentleman, guy, sir
Partha => he, his, him, boy, man, male, gentleman, guy, sir
Pascal => he, his, him, boy, man, male, gentleman, guy, sir
Pascale => he, his, him, boy, man, male, gentleman, guy, sir
Pasquale => he, his, him, boy, man, male, gentleman, guy, sir
Pat => he, his, him, boy, man, male, gentleman, guy, sir
Pate => he, his, him, boy, man, male, gentleman, guy, sir
Patel => he, his, him, boy, man, male, gentleman, guy, sir
Paten => he, his, him, boy, man, male, gentleman, guy, sir
Patin => he, his, him, boy, man, male, gentleman, guy, sir
